@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
236,109,7,68,229,0.228956,0.939655,0.615819,0.939655,0.384181,0.744027,0.428571,2.192529,0.106081
237,109,7,67,230,0.225589,0.939655,0.619318,0.939655,0.380682,0.746575,0.42615,2.204986,0.106286
238,109,7,66,231,0.222222,0.939655,0.622857,0.939655,0.377143,0.749141,0.423729,2.217586,0.107175
239,109,7,65,232,0.218855,0.939655,0.626437,0.939655,0.373563,0.751724,0.421308,2.230331,0.112345
240,109,7,64,233,0.215488,0.939655,0.630058,0.939655,0.369942,0.754325,0.418886,2.243223,0.114412
241,109,7,63,234,0.212121,0.939655,0.633721,0.939655,0.366279,0.756944,0.416465,2.256265,0.117194
242,109,7,62,235,0.208754,0.939655,0.637427,0.939655,0.362573,0.759582,0.414044,2.26946,0.119036
243,109,7,61,236,0.205387,0.939655,0.641176,0.939655,0.358824,0.762238,0.411622,2.282809,0.12113
244,109,7,60,237,0.20202,0.939655,0.64497,0.939655,0.35503,0.764912,0.409201,2.296317,0.121281
245,109,7,59,238,0.198653,0.939655,0.64881,0.939655,0.35119,0.767606,0.40678,2.309986,0.121795
246,109,7,58,239,0.195286,0.939655,0.652695,0.939655,0.347305,0.770318,0.404358,2.323818,0.132396
247,109,7,57,240,0.191919,0.939655,0.656627,0.939655,0.343373,0.77305,0.401937,2.337817,0.140504
248,109,7,56,241,0.188552,0.939655,0.660606,0.939655,0.339394,0.775801,0.399516,2.351985,0.141496
249,109,7,55,242,0.185185,0.939655,0.664634,0.939655,0.335366,0.778571,0.397094,2.366327,0.143838
250,109,7,54,243,0.181818,0.939655,0.668712,0.939655,0.331288,0.781362,0.394673,2.380844,0.14582
251,109,7,53,244,0.178451,0.939655,0.67284,0.939655,0.32716,0.784173,0.392252,2.395541,0.146847
252,109,7,52,245,0.175084,0.939655,0.677019,0.939655,0.322981,0.787004,0.389831,2.41042,0.149764
253,109,7,51,246,0.171717,0.939655,0.68125,0.939655,0.31875,0.789855,0.387409,2.425485,0.151721
254,109,7,50,247,0.16835,0.939655,0.685535,0.939655,0.314465,0.792727,0.384988,2.44074,0.157106
255,109,7,49,248,0.164983,0.939655,0.689873,0.939655,0.310127,0.79562,0.382567,2.456187,0.161917
256,109,7,48,249,0.161616,0.939655,0.694268,0.939655,0.305732,0.798535,0.380145,2.471832,0.166814
257,109,7,47,250,0.158249,0.939655,0.698718,0.939655,0.301282,0.801471,0.377724,2.487677,0.16821
258,109,7,46,251,0.154882,0.939655,0.703226,0.939655,0.296774,0.804428,0.375303,2.503726,0.172265
259,109,7,45,252,0.151515,0.939655,0.707792,0.939655,0.292208,0.807407,0.372881,2.519984,0.173529
260,109,7,44,253,0.148148,0.939655,0.712418,0.939655,0.287582,0.810409,0.37046,2.536455,0.174414
261,109,7,43,254,0.144781,0.939655,0.717105,0.939655,0.282895,0.813433,0.368039,2.553142,0.178923
262,109,7,42,255,0.141414,0.939655,0.721854,0.939655,0.278146,0.816479,0.365617,2.57005,0.192199
263,109,7,41,256,0.138047,0.939655,0.726667,0.939655,0.273333,0.819549,0.363196,2.587184,0.195468
264,109,7,40,257,0.13468,0.939655,0.731544,0.939655,0.268456,0.822642,0.360775,2.604548,0.197069
265,109,7,39,258,0.131313,0.939655,0.736486,0.939655,0.263514,0.825758,0.358354,2.622146,0.206377
266,109,7,38,259,0.127946,0.939655,0.741497,0.939655,0.258503,0.828897,0.355932,2.639984,0.214018
267,109,7,37,260,0.124579,0.939655,0.746575,0.939655,0.253425,0.832061,0.353511,2.658066,0.220474
268,109,7,36,261,0.121212,0.939655,0.751724,0.939655,0.248276,0.835249,0.35109,2.676397,0.221209
269,109,7,35,262,0.117845,0.939655,0.756944,0.939655,0.243056,0.838462,0.348668,2.694983,0.22377
270,109,7,34,263,0.114478,0.939655,0.762238,0.939655,0.237762,0.841699,0.346247,2.713829,0.22397
271,109,7,33,264,0.111111,0.939655,0.767606,0.939655,0.232394,0.844961,0.343826,2.732941,0.235946
272,108,8,33,264,0.111111,0.931034,0.765957,0.931034,0.234043,0.840467,0.341404,2.727073,0.244017
273,108,8,32,265,0.107744,0.931034,0.771429,0.931034,0.228571,0.84375,0.338983,2.746552,0.267313
274,108,8,31,266,0.104377,0.931034,0.776978,0.931034,0.223022,0.847059,0.336562,2.766311,0.273261
275,108,8,30,267,0.10101,0.931034,0.782609,0.931034,0.217391,0.850394,0.33414,2.786357,0.276625
276,107,9,30,267,0.10101,0.922414,0.781022,0.922414,0.218978,0.84585,0.331719,2.780707,0.280194
277,107,9,29,268,0.097643,0.922414,0.786765,0.922414,0.213235,0.849206,0.329298,2.801154,0.28454
278,107,9,28,269,0.094276,0.922414,0.792593,0.922414,0.207407,0.85259,0.326877,2.821903,0.290263
279,107,9,27,270,0.090909,0.922414,0.798507,0.922414,0.201493,0.856,0.324455,2.842962,0.294287
280,107,9,26,271,0.087542,0.922414,0.804511,0.922414,0.195489,0.859438,0.322034,2.864338,0.300185
281,107,9,25,272,0.084175,0.922414,0.810606,0.922414,0.189394,0.862903,0.319613,2.886037,0.305805
282,107,9,24,273,0.080808,0.922414,0.816794,0.922414,0.183206,0.866397,0.317191,2.908068,0.307057
283,107,9,23,274,0.077441,0.922414,0.823077,0.922414,0.176923,0.869919,0.31477,2.930438,0.312405
284,107,9,22,275,0.074074,0.922414,0.829457,0.922414,0.170543,0.873469,0.312349,2.953154,0.321323
285,107,9,21,276,0.070707,0.922414,0.835938,0.922414,0.164063,0.877049,0.309927,2.976226,0.33835
286,107,9,20,277,0.06734,0.922414,0.84252,0.922414,0.15748,0.880658,0.307506,2.999661,0.3413
287,107,9,19,278,0.063973,0.922414,0.849206,0.922414,0.150794,0.884298,0.305085,3.023467,0.361179
288,107,9,18,279,0.060606,0.922414,0.856,0.922414,0.144,0.887967,0.302663,3.047655,0.361383
289,106,10,18,279,0.060606,0.913793,0.854839,0.913793,0.145161,0.883333,0.300242,3.043521,0.400594
290,106,10,17,280,0.057239,0.913793,0.861789,0.913793,0.138211,0.887029,0.297821,3.068265,0.4017
291,106,10,16,281,0.053872,0.913793,0.868852,0.913793,0.131148,0.890756,0.2954,3.093414,0.403789
292,106,10,15,282,0.050505,0.913793,0.876033,0.913793,0.123967,0.894515,0.292978,3.11898,0.41017
293,105,11,15,282,0.050505,0.905172,0.875,0.905172,0.125,0.889831,0.290557,3.115302,0.419311
294,105,11,14,283,0.047138,0.905172,0.882353,0.905172,0.117647,0.893617,0.288136,3.141481,0.424602
295,104,12,14,283,0.047138,0.896552,0.881356,0.896552,0.118644,0.888889,0.285714,3.137931,0.434814
296,104,12,13,284,0.043771,0.896552,0.888889,0.896552,0.111111,0.892704,0.283293,3.164751,0.435729
297,103,13,13,284,0.043771,0.887931,0.887931,0.887931,0.112069,0.887931,0.280872,3.161341,0.43676
298,102,14,13,284,0.043771,0.87931,0.886957,0.87931,0.113043,0.883117,0.27845,3.157871,0.450426
299,102,14,12,285,0.040404,0.87931,0.894737,0.87931,0.105263,0.886957,0.276029,3.185572,0.464506
300,102,14,11,286,0.037037,0.87931,0.902655,0.87931,0.097345,0.89083,0.273608,3.213763,0.497765
301,102,14,10,287,0.03367,0.87931,0.910714,0.87931,0.089286,0.894737,0.271186,3.242457,0.506354
302,101,15,10,287,0.03367,0.87069,0.90991,0.87069,0.09009,0.889868,0.268765,3.239593,0.506991
303,101,15,9,288,0.030303,0.87069,0.918182,0.87069,0.081818,0.893805,0.266344,3.269044,0.515155
304,100,16,9,288,0.030303,0.862069,0.917431,0.862069,0.082569,0.888889,0.263923,3.266371,0.517819
305,100,16,8,289,0.026936,0.862069,0.925926,0.862069,0.074074,0.892857,0.261501,3.296616,0.52539
306,99,17,8,289,0.026936,0.853448,0.925234,0.853448,0.074766,0.887892,0.25908,3.294151,0.529792
307,98,18,8,289,0.026936,0.844828,0.924528,0.844828,0.075472,0.882883,0.256659,3.29164,0.534932
308,98,18,7,290,0.023569,0.844828,0.933333,0.844828,0.066667,0.886878,0.254237,3.322989,0.535512
309,97,19,7,290,0.023569,0.836207,0.932692,0.836207,0.067308,0.881818,0.251816,3.320706,0.53802
310,96,20,7,290,0.023569,0.827586,0.932039,0.827586,0.067961,0.876712,0.249395,3.31838,0.549962
311,95,21,7,290,0.023569,0.818966,0.931373,0.818966,0.068627,0.87156,0.246973,3.316007,0.581609
312,94,22,7,290,0.023569,0.810345,0.930693,0.810345,0.069307,0.866359,0.244552,3.313588,0.582495
313,94,22,6,291,0.020202,0.810345,0.94,0.810345,0.06,0.87037,0.242131,3.346724,0.592799
314,93,23,6,291,0.020202,0.801724,0.939394,0.801724,0.060606,0.865116,0.239709,3.344566,0.595282
315,92,24,6,291,0.020202,0.793103,0.938776,0.793103,0.061224,0.859813,0.237288,3.342365,0.603155
316,91,25,6,291,0.020202,0.784483,0.938144,0.784483,0.061856,0.85446,0.234867,3.340117,0.611924
317,90,26,6,291,0.020202,0.775862,0.9375,0.775862,0.0625,0.849057,0.232446,3.337823,0.637723
318,90,26,5,292,0.016835,0.775862,0.947368,0.775862,0.052632,0.853081,0.230024,3.372958,0.649247
319,89,27,5,292,0.016835,0.767241,0.946809,0.767241,0.053191,0.847619,0.227603,3.370965,0.652997
320,89,27,4,293,0.013468,0.767241,0.956989,0.767241,0.043011,0.851675,0.225182,3.407212,0.658157
321,88,28,4,293,0.013468,0.758621,0.956522,0.758621,0.043478,0.846154,0.22276,3.405547,0.683746
322,87,29,4,293,0.013468,0.75,0.956044,0.75,0.043956,0.84058,0.220339,3.403846,0.685079
323,87,29,3,294,0.010101,0.75,0.966667,0.75,0.033333,0.84466,0.217918,3.441667,0.69027
324,86,30,3,294,0.010101,0.741379,0.966292,0.741379,0.033708,0.839024,0.215496,3.440333,0.69801
325,85,31,3,294,0.010101,0.732759,0.965909,0.732759,0.034091,0.833333,0.213075,3.438969,0.699207
326,84,32,3,294,0.010101,0.724138,0.965517,0.724138,0.034483,0.827586,0.210654,3.437574,0.722216
327,83,33,3,294,0.010101,0.715517,0.965116,0.715517,0.034884,0.821782,0.208232,3.436147,0.730464
328,82,34,3,294,0.010101,0.706897,0.964706,0.706897,0.035294,0.81592,0.205811,3.434686,0.730512
329,81,35,3,294,0.010101,0.698276,0.964286,0.698276,0.035714,0.81,0.20339,3.43319,0.751042
330,81,35,2,295,0.006734,0.698276,0.975904,0.698276,0.024096,0.81407,0.200969,3.474553,0.755023
331,80,36,2,295,0.006734,0.689655,0.97561,0.689655,0.02439,0.808081,0.198547,3.473507,0.764921
332,79,37,2,295,0.006734,0.681034,0.975309,0.681034,0.024691,0.80203,0.196126,3.472435,0.765041
333,78,38,2,295,0.006734,0.672414,0.975,0.672414,0.025,0.795918,0.193705,3.471336,0.7851
334,77,39,2,295,0.006734,0.663793,0.974684,0.663793,0.025316,0.789744,0.191283,3.47021,0.79169
335,76,40,2,295,0.006734,0.655172,0.974359,0.655172,0.025641,0.783505,0.188862,3.469054,0.796414
336,75,41,2,295,0.006734,0.646552,0.974026,0.646552,0.025974,0.777202,0.186441,3.467868,0.799177
337,74,42,2,295,0.006734,0.637931,0.973684,0.637931,0.026316,0.770833,0.184019,3.466652,0.799735
338,73,43,2,295,0.006734,0.62931,0.973333,0.62931,0.026667,0.764398,0.181598,3.465402,0.809736
339,72,44,2,295,0.006734,0.62069,0.972973,0.62069,0.027027,0.757895,0.179177,3.464119,0.816853
340,71,45,2,295,0.006734,0.612069,0.972603,0.612069,0.027397,0.751323,0.176755,3.462801,0.817794
341,70,46,2,295,0.006734,0.603448,0.972222,0.603448,0.027778,0.744681,0.174334,3.461446,0.817824
342,69,47,2,295,0.006734,0.594828,0.971831,0.594828,0.028169,0.737968,0.171913,3.460053,0.835576
343,68,48,2,295,0.006734,0.586207,0.971429,0.586207,0.028571,0.731183,0.169492,3.458621,0.842942
344,67,49,2,295,0.006734,0.577586,0.971014,0.577586,0.028986,0.724324,0.16707,3.457146,0.85881
345,66,50,2,295,0.006734,0.568966,0.970588,0.568966,0.029412,0.717391,0.164649,3.455629,0.860122
346,66,50,1,296,0.003367,0.568966,0.985075,0.568966,0.014925,0.721311,0.162228,3.507205,0.865865
347,65,51,1,296,0.003367,0.560345,0.984848,0.560345,0.015152,0.714286,0.159806,3.5064,0.867685
348,64,52,1,296,0.003367,0.551724,0.984615,0.551724,0.015385,0.707182,0.157385,3.50557,0.868269
349,63,53,1,296,0.003367,0.543103,0.984375,0.543103,0.015625,0.7,0.154964,3.504714,0.874787
350,62,54,1,296,0.003367,0.534483,0.984127,0.534483,0.015873,0.692737,0.152542,3.503831,0.887483
351,61,55,1,296,0.003367,0.525862,0.983871,0.525862,0.016129,0.685393,0.150121,3.50292,0.900178
352,60,56,1,296,0.003367,0.517241,0.983607,0.517241,0.016393,0.677966,0.1477,3.501979,0.906446
353,59,57,1,296,0.003367,0.508621,0.983333,0.508621,0.016667,0.670455,0.145278,3.501006,0.907688
354,58,58,1,296,0.003367,0.5,0.983051,0.5,0.016949,0.662857,0.142857,3.5,0.911628
355,57,59,1,296,0.003367,0.491379,0.982759,0.491379,0.017241,0.655172,0.140436,3.49896,0.92681
356,56,60,1,296,0.003367,0.482759,0.982456,0.482759,0.017544,0.647399,0.138015,3.497883,0.934567
357,55,61,1,296,0.003367,0.474138,0.982143,0.474138,0.017857,0.639535,0.135593,3.496767,0.93481
358,54,62,1,296,0.003367,0.465517,0.981818,0.465517,0.018182,0.631579,0.133172,3.495611,0.938094
359,53,63,1,296,0.003367,0.456897,0.981481,0.456897,0.018519,0.623529,0.130751,3.494413,0.938097
360,52,64,1,296,0.003367,0.448276,0.981132,0.448276,0.018868,0.615385,0.128329,3.493169,0.938218
361,51,65,1,296,0.003367,0.439655,0.980769,0.439655,0.019231,0.607143,0.125908,3.491877,0.939064
362,50,66,1,296,0.003367,0.431034,0.980392,0.431034,0.019608,0.598802,0.123487,3.490534,0.941424
363,49,67,1,296,0.003367,0.422414,0.98,0.422414,0.02,0.590361,0.121065,3.489138,0.943054
364,48,68,1,296,0.003367,0.413793,0.979592,0.413793,0.020408,0.581818,0.118644,3.487685,0.943606
365,47,69,1,296,0.003367,0.405172,0.979167,0.405172,0.020833,0.573171,0.116223,3.486171,0.943927
366,46,70,1,296,0.003367,0.396552,0.978723,0.396552,0.021277,0.564417,0.113801,3.484593,0.957794
367,45,71,1,296,0.003367,0.387931,0.978261,0.387931,0.021739,0.555556,0.11138,3.482946,0.961308
368,44,72,1,296,0.003367,0.37931,0.977778,0.37931,0.022222,0.546584,0.108959,3.481226,0.96233
369,43,73,1,296,0.003367,0.37069,0.977273,0.37069,0.022727,0.5375,0.106538,3.479428,0.965807
370,42,74,1,296,0.003367,0.362069,0.976744,0.362069,0.023256,0.528302,0.104116,3.477546,0.968447
371,41,75,1,296,0.003367,0.353448,0.97619,0.353448,0.02381,0.518987,0.101695,3.475575,0.968777
372,40,76,1,296,0.003367,0.344828,0.97561,0.344828,0.02439,0.509554,0.099274,3.473507,0.975684
373,39,77,1,296,0.003367,0.336207,0.975,0.336207,0.025,0.5,0.096852,3.471336,0.976432
374,38,78,1,296,0.003367,0.327586,0.974359,0.327586,0.025641,0.490323,0.094431,3.469054,0.977844
375,37,79,1,296,0.003367,0.318966,0.973684,0.318966,0.026316,0.480519,0.09201,3.466652,0.978183
376,36,80,1,296,0.003367,0.310345,0.972973,0.310345,0.027027,0.470588,0.089588,3.464119,0.981654
377,35,81,1,296,0.003367,0.301724,0.972222,0.301724,0.027778,0.460526,0.087167,3.461446,0.983019
378,34,82,1,296,0.003367,0.293103,0.971429,0.293103,0.028571,0.450331,0.084746,3.458621,0.983274
379,33,83,1,296,0.003367,0.284483,0.970588,0.284483,0.029412,0.44,0.082324,3.455629,0.987734
380,32,84,1,296,0.003367,0.275862,0.969697,0.275862,0.030303,0.42953,0.079903,3.452456,0.988841
381,31,85,1,296,0.003367,0.267241,0.96875,0.267241,0.03125,0.418919,0.077482,3.449084,0.988986
382,30,86,1,296,0.003367,0.258621,0.967742,0.258621,0.032258,0.408163,0.075061,3.445495,0.989299
383,29,87,1,296,0.003367,0.25,0.966667,0.25,0.033333,0.39726,0.072639,3.441667,0.989613
384,28,88,1,296,0.003367,0.241379,0.965517,0.241379,0.034483,0.386207,0.070218,3.437574,0.990661
385,27,89,1,296,0.003367,0.232759,0.964286,0.232759,0.035714,0.375,0.067797,3.43319,0.990752
386,26,90,1,296,0.003367,0.224138,0.962963,0.224138,0.037037,0.363636,0.065375,3.42848,0.991622
387,25,91,1,296,0.003367,0.215517,0.961538,0.215517,0.038462,0.352113,0.062954,3.423408,0.992251
388,24,92,1,296,0.003367,0.206897,0.96,0.206897,0.04,0.340426,0.060533,3.417931,0.993769
389,23,93,1,296,0.003367,0.198276,0.958333,0.198276,0.041667,0.328571,0.058111,3.411997,0.994596
390,22,94,1,296,0.003367,0.189655,0.956522,0.189655,0.043478,0.316547,0.05569,3.405547,0.994982
391,21,95,1,296,0.003367,0.181034,0.954545,0.181034,0.045455,0.304348,0.053269,3.398511,0.995608
392,20,96,1,296,0.003367,0.172414,0.952381,0.172414,0.047619,0.291971,0.050847,3.390805,0.997775
393,19,97,1,296,0.003367,0.163793,0.95,0.163793,0.05,0.279412,0.048426,3.382328,0.998097
394,18,98,1,296,0.003367,0.155172,0.947368,0.155172,0.052632,0.266667,0.046005,3.372958,0.998508
395,17,99,1,296,0.003367,0.146552,0.944444,0.146552,0.055556,0.253731,0.043584,3.362548,0.998819
396,16,100,1,296,0.003367,0.137931,0.941176,0.137931,0.058824,0.240602,0.041162,3.350913,0.998877
397,15,101,1,296,0.003367,0.12931,0.9375,0.12931,0.0625,0.227273,0.038741,3.337823,0.999125
398,14,102,1,296,0.003367,0.12069,0.933333,0.12069,0.066667,0.21374,0.03632,3.322989,0.999135
399,13,103,1,296,0.003367,0.112069,0.928571,0.112069,0.071429,0.2,0.033898,3.306034,0.999174
400,12,104,1,296,0.003367,0.103448,0.923077,0.103448,0.076923,0.186047,0.031477,3.286472,0.99929
401,11,105,1,296,0.003367,0.094828,0.916667,0.094828,0.083333,0.171875,0.029056,3.263649,0.999305
402,10,106,1,296,0.003367,0.086207,0.909091,0.086207,0.090909,0.15748,0.026634,3.236677,0.999328
403,9,107,1,296,0.003367,0.077586,0.9,0.077586,0.1,0.142857,0.024213,3.20431,0.999442
404,8,108,1,296,0.003367,0.068966,0.888889,0.068966,0.111111,0.128,0.021792,3.164751,0.999657
405,7,109,1,296,0.003367,0.060345,0.875,0.060345,0.125,0.112903,0.01937,3.115302,0.999666
406,6,110,1,296,0.003367,0.051724,0.857143,0.051724,0.142857,0.097561,0.016949,3.051724,0.999692
407,5,111,1,296,0.003367,0.043103,0.833333,0.043103,0.166667,0.081967,0.014528,2.966954,0.999809
408,5,111,0,297,0,0.043103,1,0.043103,0,0.082645,0.012107,3.560345,0.999824
409,4,112,0,297,0,0.034483,1,0.034483,0,0.066667,0.009685,3.560345,0.999896
410,3,113,0,297,0,0.025862,1,0.025862,0,0.05042,0.007264,?,0.999931
411,2,114,0,297,0,0.017241,1,0.017241,0,0.033898,0.004843,?,0.999989
412,1,115,0,297,0,0.008621,1,0.008621,0,0.017094,0.002421,?,0.999999
413,0,116,0,297,0,0,?,0,?,?,0,?,1.000009
